Funciones,Personas a cargo,Incentivos,UbicaciÃ³n,details,Idiomas,Info Otros Países,technologies,link,Experiencia,textos_limpios,company_name,FormaciÃ³n MÃ­nima,Nivel Profesional,+ Países,additional_info,date,job_name,Tipo contrato,Imprescindible Residir,CVs inscritos en el proceso,Ubicación,Número de puestos,Jornada,Formación Mínima,Salario,offer_id,Otras Provincias,tecnologias,textos_limpios,tecnologias
Analista,,,,,,,"['Directorio Activo DNS', 'CAs', 'GPOs']",https://www.tecnoempleo.com/administrador-sistemas-senior-valencia/directorio-activo-dns-cas-gpos-azur/rf-4ced1ca7a22603bf7d4d,Más de 10 años,Analista,Krell Consulting & Training,,Empleado,,,05/09/2024,Administrador de Sistemas Senior,Indefinido,,42,Valencia - España,,Jornada completa,Grado Medio,42.000 € - 48.000 € Bruto/año,4ced1ca7a22603bf7d4d,,"Directorio Activo DNS, CAs, GPOs, Azure vmware ..., Analista",Analista,"Directorio Activo DNS, CAs, GPOs, Azure vmware ..., Analista"
Tester,,,,,,,"['QA', 'testing', 'python']",https://www.tecnoempleo.com/qa-manual-remoto/qa-testing-python-javascript-selenium-cypress/rf-6eb315e2f2d1d304294d,1 año,Tester,Smartway Studio,,Empleado,,,05/09/2024,QA Manual,Indefinido,Provincia Puesto,365,100% En remoto,,Jornada completa,FP2/Grado Superior,,6eb315e2f2d1d304294d,,"QA, testing, python, javascript, selenium, cypress, Tester",Tester,"QA, testing, python, javascript, selenium, cypress, Tester"
Ingenieros/Industria,,,,,,,['SCCM'],https://www.tecnoempleo.com/ingeniero-sccm-hibrido/sccm/rf-fc871b0482c4a3c87b42,1 año,Ingenieros/Industria,Krell Consulting & Training,,Empleado,,,05/09/2024,Ingeniero de SCCM,Indefinido,España,6,Madrid (Híbrido),,Jornada completa,Sin estudios,27.000 € - 27.000 € Bruto/año,fc871b0482c4a3c87b42,,"SCCM, Ingenieros/Industria",Ingenieros/Industria,"SCCM, Ingenieros/Industria"
Ingenieros/Industria,,,,,,,"['EXCEL', 'PDF']",https://www.tecnoempleo.com/ingeniero-industrial-junior-presencial/excel-pdf/rf-41f11645c289733ec541,Menos de un año,Ingenieros/Industria,AB Seguridad,,Empleado,,,05/09/2024,Ingeniero industrial junior,Indefinido,Provincia Puesto,67,Barcelona (Presencial),,Jornada completa,Ingeniero Técnico,,41f11645c289733ec541,,"EXCEL, PDF, Ingenieros/Industria",Ingenieros/Industria,"EXCEL, PDF, Ingenieros/Industria"
Ciberseguridad,,,,,,,"['Active directory', 'Azure', 'Vmware']",https://www.tecnoempleo.com/administrador-sistemas-senior-valencia/active-directory-azure-vmware/rf-51c21a52722d8351f244,Más de 10 años,CiberseguridadTécnico de Sistemas,Krell Consulting & Training,,Empleado,,,05/09/2024,Administrador de Sistemas Senior,Indefinido,,22,Valencia - España,,Jornada completa,Grado Medio,,51c21a52722d8351f244,,"Active directory, Azure, Vmware, Ciberseguridad, Técnico de Sistemas",CiberseguridadTécnico de Sistemas,"Active directory, Azure, Vmware, Ciberseguridad, Técnico de Sistemas"
Arquitecto TIC,,,,,Español (Alto)| Inglés (Alto),,"['PKI', 'Microsoft', 'EJBCA']",https://www.tecnoempleo.com/arquitecto-tenico-s-nior-pki-remoto/pki-microsoft-ejbca-entrust-primekey-c/rf-d759100142b0f34ee646,3-5 años,Arquitecto TICTécnico de Gestión,Grupo SIA,,Especialista,,,05/09/2024,Arquitecto ténico SÉNIOR PKI,Indefinido,España,9,100% En remoto,,Jornada completa,Ingeniero Superior,,d759100142b0f34ee646,,"PKI, Microsoft, EJBCA, Entrust, PrimeKey, ciberseguridad, cisa, Arquitecto TIC, Técnico de Gestión",Arquitecto TICTécnico de Gestión,"PKI, Microsoft, EJBCA, Entrust, PrimeKey, ciberseguridad, cisa, Arquitecto TIC, Técnico de Gestión"
Jefe de Proyecto,,,,,,,"['agile', 'PMP']",https://www.tecnoempleo.com/gestor-proyectos-it-digitalizacion-valencia/agile-pmp/rf-24cd1379b234e3b85c44,3 años,Jefe de Proyecto,Michael Page,,Empleado,,,05/09/2024,Gestor/a Proyectos IT - Digitalización,Indefinido,,17,Valencia - España,,Jornada completa,,33.000 € - 42.000 € Bruto/año,24cd1379b234e3b85c44,,"agile, PMP, Jefe de Proyecto",Jefe de Proyecto,"agile, PMP, Jefe de Proyecto"
Tester,,,,,,,"['QA', 'Python']",https://www.tecnoempleo.com/senior-qa-automation-engineer-hibrido/qa-python/rf-1c5d1b047218d30a3f47,3-5 años,Tester,Kinsei Talent,,Empleado,,,05/09/2024,Senior QA Automation Engineer,Indefinido,,2,Málaga (Híbrido),,Jornada completa,,48.000 € - 60.000 € Bruto/año,1c5d1b047218d30a3f47,,"QA, Python, Tester",Tester,"QA, Python, Tester"
Programador,,,,,,,"['Magento', 'PHP']",https://www.tecnoempleo.com/desarrollador-magento-valencia/magento-php/rf-e75b15af7295a32db54b,2 años,Programador,Michael Page,,Empleado,,,05/09/2024,Desarrollador/a Magento,Indefinido,,10,Valencia - España,,Jornada completa,,33.000 € - 42.000 € Bruto/año,e75b15af7295a32db54b,,"Magento, PHP, Programador",Programador,"Magento, PHP, Programador"
Consultor,,,,,,,['Oracle ERP Cloud'],https://www.tecnoempleo.com/oracle-erp-cloud-financials-consultant-bizkaia/oracle-erp-cloud/rf-c8bf1af1727f0371ba45,3-5 años,Consultor,HAYS,,Empleado,,,05/09/2024,Oracle ERP Cloud Financials Consultant,Indefinido,,1,Bilbao - Bizkaia - España,,Jornada completa,,,c8bf1af1727f0371ba45,,"Oracle ERP Cloud, Consultor",Consultor,"Oracle ERP Cloud, Consultor"
Programador,,,,,,,"['C#', 'Java', 'Delphi']",https://www.tecnoempleo.com/software-developer-madrid/c-java-delphi/rf-f4ad18f332b3f38b9e4f,3 años,Programador,Destinus,,Empleado,,,05/09/2024,Software Developer,Indefinido,,16,Madrid - España,,Jornada completa,,,f4ad18f332b3f38b9e4f,,"C#, Java, Delphi, Programador",Programador,"C#, Java, Delphi, Programador"
Sistemas de Calidad,,,,,,,"['calidad', 'CMMI', 'SPICE']",https://www.tecnoempleo.com/ingeniero-calidad-hibrido/calidad-cmmi-spice-iso/rf-e3fd1c3072707309244c,3 años,Sistemas de Calidad,GMV,,Empleado,,,05/09/2024,Ingeniero/a de calidad,Indefinido,,11,Madrid (Híbrido),,Jornada completa,,,e3fd1c3072707309244c,,"calidad, CMMI, SPICE, ISO, Sistemas de Calidad",Sistemas de Calidad,"calidad, CMMI, SPICE, ISO, Sistemas de Calidad"
Desarrollador Móvil,,,,,,,"['Flutter', 'CI/CD']",https://www.tecnoempleo.com/flutter-developer-remoto/flutter-ci-cd/rf-9ba11335e29c93197f4f,3-5 años,Desarrollador MóvilProgramador,Michael Page,,Empleado,,,05/09/2024,Flutter developer,Indefinido,,26,100% En remoto,,Jornada completa,,33.000 € - 42.000 € Bruto/año,9ba11335e29c93197f4f,,"Flutter, CI/CD, Desarrollador Móvil, Programador",Desarrollador MóvilProgramador,"Flutter, CI/CD, Desarrollador Móvil, Programador"
Marketing,,,,,,,"['marketing', 'NetRefer', 'Semrush']",https://www.tecnoempleo.com/responsable-afiliacion-marketing-hibrido/marketing-netrefer-semrush/rf-4458141cf267e38f0d49,3-5 años,Marketing,Michael Page,,Empleado,,,05/09/2024,Responsable de Afiliación - Marketing,Indefinido,,26,Madrid (Híbrido),,Jornada completa,,45.000 € - 54.000 € Bruto/año,4458141cf267e38f0d49,,"marketing, NetRefer, Semrush, Marketing",Marketing,"marketing, NetRefer, Semrush, Marketing"
Marketing,,,,,,,['Marketing'],https://www.tecnoempleo.com/responsable-marketing-sector-pae-hibrido/marketing/rf-718f1d71b23e73476b49,2 años,Marketing,Michael Page,,Empleado,,,05/09/2024,Responsable Marketing - Sector PAE,Indefinido,,19,Barcelona (Híbrido),,Jornada completa,,,718f1d71b23e73476b49,,"Marketing, Marketing",Marketing,"Marketing, Marketing"
Soporte Técnico,,,,,,,"['soporte', 'microinformática']",https://www.tecnoempleo.com/tecnico-informatico-valencia/soporte-microinformatica/rf-b84c11a7d2e1a3f26245,Sin Experiencia,Soporte Técnico,Dropmaster,,Empleado,,,05/09/2024,Técnico informático,Indefinido,,94,Valencia - España,,Jornada completa,,,b84c11a7d2e1a3f26245,,"soporte, microinformatica, Soporte Técnico",Soporte Técnico,"soporte, microinformatica, Soporte Técnico"
Auditor,,,,,,,"['5s', 'lean', '8D']",https://www.tecnoempleo.com/auditor-interno-castellon/5s-lean-8d-pdca/rf-43001aa0023f937e2643,3 años,AuditorSistemas de Calidad,HAYS,,Empleado,,,05/09/2024,Auditor/a Interno,Indefinido,,2,Castellón - España,,Jornada completa,,,43001aa0023f937e2643,,"5s, lean, 8D, PDCA, Auditor, Sistemas de Calidad",AuditorSistemas de Calidad,"5s, lean, 8D, PDCA, Auditor, Sistemas de Calidad"
Ingenieros/Industria,,,,,,,"['Civil3D', 'Arc Gis', 'Q GIS']",https://www.tecnoempleo.com/tecnico-proyectista-murcia/civil3d-arc-gis-q-gis-cype/rf-852b1cf47210b3c03c45,2 años,Ingenieros/Industria,M&K INGENIERIA CIVIL SLP,,Empleado,,,05/09/2024,Técnico Proyectista,Indefinido,,12,Murcia - España,,Jornada completa,,21.000 € - 39.000 € Bruto/año,852b1cf47210b3c03c45,,"Civil3D, Arc Gis, Q GIS, CYPE, Ingenieros/Industria",Ingenieros/Industria,"Civil3D, Arc Gis, Q GIS, CYPE, Ingenieros/Industria"
Big Data,,,,,,,"['Python', 'PySpark', 'pandas']",https://www.tecnoempleo.com/data-engineer-with-english-barcelona/python-pyspark-pandas/rf-93c115d10291932c1446,3 años,Big Data,Babel Profiles,,Empleado,,,05/09/2024,Data Engineer with English,Indefinido,,4,Barcelona - España,,Jornada completa,,,93c115d10291932c1446,,"Python, PySpark, pandas, Big Data",Big Data,"Python, PySpark, pandas, Big Data"
Jefe de Proyecto,,,,,,,['Project Manager'],https://www.tecnoempleo.com/project-manager-sector-energia-alicante/project-manager/rf-9c9c156fe206f3a51f4d,3 años,Jefe de Proyecto,KTI Key Talent Indicator,,Empleado,,,05/09/2024,Project Manager (Sector Energía),Indefinido,,11,Alicante - España,,Jornada completa,,39.000 € - 54.000 € Bruto/año,9c9c156fe206f3a51f4d,,"Project Manager, Jefe de Proyecto",Jefe de Proyecto,"Project Manager, Jefe de Proyecto"
Programador,,,,,,,['domótica'],https://www.tecnoempleo.com/programador-senior-domotica-madrid/domotica/rf-ab9c15d01255b308b244,Más de 5 años,Programador,Ingenieria y Consultoria Spazio,,Empleado,,,05/09/2024,Programador senior domótica,Indefinido,,6,Madrid - España,,Jornada completa,,,ab9c15d01255b308b244,,"domotica, Programador",Programador,"domotica, Programador"
Programador,,,,,,,['Cobol'],https://www.tecnoempleo.com/programador-cobol-hibrido/cobol/rf-9d91113f828653431f4b,Más de 5 años,Programador,Michael Page,,Empleado,,,05/09/2024,Programador Cobol,Indefinido,,16,Gipuzkoa (Híbrido),,Jornada completa,,39.000 € - 42.000 € Bruto/año,9d91113f828653431f4b,,"Cobol, Programador",Programador,"Cobol, Programador"
Jefe de Equipo,,,,,,,"['java', 'Oracle', 'SQL Server']",https://www.tecnoempleo.com/technical-lead-remoto/java-oracle-sql-server/rf-064d14283285632eca44,3-5 años,Jefe de Equipo,Michael Page,,Empleado,,,05/09/2024,Technical Lead,Indefinido,,24,100% En remoto,,Jornada completa,,45.000 € - 54.000 € Bruto/año,064d14283285632eca44,,"java, Oracle, SQL Server, Jefe de Equipo",Jefe de Equipo,"java, Oracle, SQL Server, Jefe de Equipo"
DevOps,,,,,,,"['shell', 'Python', 'linux']",https://www.tecnoempleo.com/ingeniero-plataforma-hibrido/shell-python-linux/rf-96b21d8812c123a93248,3 años,DevOps,GMV,,Empleado,,,05/09/2024,Ingeniero/a de Plataforma,Indefinido,,19,Madrid (Híbrido),,Jornada completa,,,96b21d8812c123a93248,,"shell, Python, linux, DevOps",DevOps,"shell, Python, linux, DevOps"
Analista,,,,,,,"['ISO 27001', 'DORA']",https://www.tecnoempleo.com/analista-junior-riesgos-tecnologicos-hibrido/iso-27001-dora/rf-93631360f213f3d6df41,1 año,AnalistaConsultor,Michael Page,,Empleado,,,05/09/2024,Analista Junior Riesgos Tecnológicos,Indefinido,,31,Madrid (Híbrido),,Jornada completa,,18.000 € - 24.000 € Bruto/año,93631360f213f3d6df41,,"ISO 27001, DORA, Analista, Consultor",AnalistaConsultor,"ISO 27001, DORA, Analista, Consultor"
Jefe de Equipo,,,,,,,"['Java', 'Spring']",https://www.tecnoempleo.com/lider-tecnico-java-madrid/java-spring/rf-850c1650725813499f49,3 años,Jefe de EquipoProgramador,GMV,,Empleado,,,05/09/2024,Líder Técnico/a JAVA,Indefinido,,16,Madrid - España,,Jornada completa,,,850c1650725813499f49,Valladolid,"Java, Spring, Jefe de Equipo, Programador",Jefe de EquipoProgramador,"Java, Spring, Jefe de Equipo, Programador"
Analista,,,,,,,"['AWS', 'SQL']",https://www.tecnoempleo.com/business-analyst-remoto/aws-sql/rf-c7ed1200728fa3f6c845,3 años,Analista,HAYS,,Empleado,,,05/09/2024,Business Analyst,Indefinido,,32,100% En remoto,,Jornada completa,,,c7ed1200728fa3f6c845,,"AWS, SQL, Analista",Analista,"AWS, SQL, Analista"
Ingenieros/Industria,,,,,,,"['catia', 'solidworks', 'inventor']",https://www.tecnoempleo.com/ingeniero-a-presencial/catia-solidworks-inventor/rf-5e4914f4122d039e364e,3 años,Ingenieros/Industria,beLuck,,Empleado,,,05/09/2024,Ingeniero/a,Indefinido,,9,Asturias (Presencial),,Jornada completa,,,5e4914f4122d039e364e,,"catia, solidworks, inventor, Ingenieros/Industria",Ingenieros/Industria,"catia, solidworks, inventor, Ingenieros/Industria"
Arquitecto TIC,,,,,,,"['java', 'C#']",https://www.tecnoempleo.com/arquitecto-software-hibrido/java-c/rf-876411b3b26bb3549e41,3 años,Arquitecto TIC,HAYS,,Empleado,,,05/09/2024,Arquitecto de Software,Indefinido,,3,Barcelona (Híbrido),,Jornada completa,,,876411b3b26bb3549e41,,"java, C#, Arquitecto TIC",Arquitecto TIC,"java, C#, Arquitecto TIC"
Ingenieros/Industria,,,,,,,"['CAD', 'CAM', 'Autocad']",https://www.tecnoempleo.com/tecnico-diseno-industrial-alicante/cad-cam-autocad/rf-2979104132cc6339434c,2 años,Ingenieros/Industria,Activalink,,Empleado,,,05/09/2024,Técnico diseño industrial,Indefinido,,37,Alicante - España,2,Jornada completa,,21.000 € - 27.000 € Bruto/año,2979104132cc6339434c,,"CAD, CAM, Autocad, Ingenieros/Industria",Ingenieros/Industria,"CAD, CAM, Autocad, Ingenieros/Industria"
Ingenieros/Industria,,,,,,,['AutoCAD'],https://www.tecnoempleo.com/ingeniero-proyecto-oficina-tecnica-presencial/autocad/rf-322f1efb4276533a7748,3 años,Ingenieros/Industria,KTI Key Talent Indicator,,Empleado,,,05/09/2024,Ingeniero de proyecto Oficina Técnica,Indefinido,,1,Cáceres (Presencial),,Jornada completa,,,322f1efb4276533a7748,,"AutoCAD, Ingenieros/Industria",Ingenieros/Industria,"AutoCAD, Ingenieros/Industria"
Ingenieros/Industria,,,,,,,['Ingeniería Industrial'],https://www.tecnoempleo.com/ingeniero-mejora-continua-barcelona/ingenieria-industrial/rf-a8191d99a226232cfe49,2 años,Ingenieros/Industria,KTI Key Talent Indicator,,Empleado,,,05/09/2024,Ingeniero/a de Mejora Continua,Indefinido,,15,Barcelona - España,,Jornada completa,,,a8191d99a226232cfe49,,"Ingenieria Industrial, Ingenieros/Industria",Ingenieros/Industria,"Ingenieria Industrial, Ingenieros/Industria"
Analista,,,,,,,"['SAP', 'SAP PP']",https://www.tecnoempleo.com/sap-pp-con-analisis-datos-hibrido/sap-sap-pp/rf-a0a9102eb2b8a36b724e,3 años,AnalistaConsultor,HAYS,,Empleado,,,05/09/2024,SAP PP con Análisis de datos,A determinar,,4,Barcelona (Híbrido),,Jornada completa,,,a0a9102eb2b8a36b724e,,"SAP, SAP PP, Analista, Consultor",AnalistaConsultor,"SAP, SAP PP, Analista, Consultor"
Jefe de Proyecto,,,,,,,['Product Manager'],https://www.tecnoempleo.com/product-manager-gaming-equipment-barcelona/product-manager/rf-fb4f1dd1122d83890046,3 años,Jefe de Proyecto,Michael Page,,Empleado,,,05/09/2024,Product Manager Gaming equipment,Indefinido,,6,Barcelona - España,,Jornada completa,,45.000 € - 60.000 € Bruto/año,fb4f1dd1122d83890046,,"Product Manager, Jefe de Proyecto",Jefe de Proyecto,"Product Manager, Jefe de Proyecto"
Ciberseguridad,,,,,,,"['DORA', 'NIST2']",https://www.tecnoempleo.com/iso-responsable-seguridad-madrid/dora-nist2/rf-01071088d2bfb3325c4b,Más de 5 años,CiberseguridadConsultorJefe de Equipo,Michael Page,,Empleado,,,05/09/2024,ISO (Responsable de seguridad),Indefinido,,12,Madrid - España,,Jornada completa,,54.000 € - 72.000 € Bruto/año,01071088d2bfb3325c4b,,"DORA, NIST2, Ciberseguridad, Consultor, Jefe de Equipo",CiberseguridadConsultorJefe de Equipo,"DORA, NIST2, Ciberseguridad, Consultor, Jefe de Equipo"
Ingenieros/Industria,,,,,,,"['PLC', 'SCADA']",https://www.tecnoempleo.com/ingeniero-automatizacion-hibrido/plc-scada/rf-32fe17eae24e73bf0e4c,2 años,Ingenieros/Industria,HAYS,,Empleado,,,05/09/2024,Ingeniero/a de automatización,Indefinido,,9,Madrid (Híbrido),,Jornada completa,,,32fe17eae24e73bf0e4c,,"PLC, SCADA, Ingenieros/Industria",Ingenieros/Industria,"PLC, SCADA, Ingenieros/Industria"
Ingenieros/Industria,,,,,,,"['Solidworks', 'Siemens NX', 'Catia']",https://www.tecnoempleo.com/ingeniero-a-zaragoza/solidworks-siemens-nx-catia-autodesk/rf-8ffc1146327a034c2e42,3-5 años,Ingenieros/Industria,Michael Page,,Empleado,,,05/09/2024,Ingeniero/a,Indefinido,,0,Zaragoza - España,,Jornada completa,,,8ffc1146327a034c2e42,,"Solidworks, Siemens NX, Catia, Autodesk, Ingenieros/Industria",Ingenieros/Industria,"Solidworks, Siemens NX, Catia, Autodesk, Ingenieros/Industria"
Arquitecto TIC,,,,,,,['IT Applications'],https://www.tecnoempleo.com/it-business-applications-architect-barcelona/it-applications/rf-81d11da8528093e7764f,3-5 años,Arquitecto TIC,Michael Page,,Empleado,,,05/09/2024,IT Business Applications Architect,Indefinido,,4,Barcelona - España,,Jornada completa,,,81d11da8528093e7764f,,"IT Applications, Arquitecto TIC",Arquitecto TIC,"IT Applications, Arquitecto TIC"
Técnico de Sistemas,,,,,,,"['Linux', 'Azure', 'Office 365']",https://www.tecnoempleo.com/responsable-sistemas-infraestrura-espana/linux-azure-office-365-sharepoint/rf-236211a372a223893c40,3-5 años,Técnico de Sistemas,Michael Page,,Empleado,,,05/09/2024,Responsable de Sistemas & Infraestrura,Indefinido,,21,España,,Jornada completa,,60.000 € - 72.000 € Bruto/año,236211a372a223893c40,,"Linux, Azure, Office 365, SharePoint, Técnico de Sistemas",Técnico de Sistemas,"Linux, Azure, Office 365, SharePoint, Técnico de Sistemas"
Big Data,,,,,,,"['data', 'SQL', 'Power BI']",https://www.tecnoempleo.com/data-analyst-hibrido/data-sql-power-bi/rf-faa610a2129ac358ad4d,3 años,Big Data,Michael Page,,Empleado,,,05/09/2024,Data Analyst,Indefinido,,30,Madrid (Híbrido),,Jornada completa,,,faa610a2129ac358ad4d,,"data, SQL, Power BI, Big Data",Big Data,"data, SQL, Power BI, Big Data"
Soporte Técnico,,,,,Catalán (Alto),,['incidencias'],https://www.tecnoempleo.com/gestor-incidencias-24x7-catalan-alto-presencial/incidencias/rf-4d481519c25e63e14c48,2 años,Soporte Técnico,Grupo Digital,,Especialista,,,05/09/2024,Gestor/a Incidencias 24x7 (Catalán Alto),Indefinido,,22,Barcelona (Presencial),,Jornada completa,Grado EEES (Bolonia),27.000 € - 36.000 € Bruto/año,4d481519c25e63e14c48,,"incidencias, Soporte Técnico",Soporte Técnico,"incidencias, Soporte Técnico"
Programador,,,,,,,"['C#', 'Java', 'SOLID']",https://www.tecnoempleo.com/ingeniero-software-hibrido/c-java-solid-postgresql/rf-04c71d1ab246f3557c46,3 años,Programador,Page Personnel,,Empleado,,,05/09/2024,Ingeniero de Software,Indefinido,,22,Barcelona (Híbrido),,Jornada completa,,33.000 € - 42.000 € Bruto/año,04c71d1ab246f3557c46,,"C#, Java, SOLID, PostgreSQL, Programador",Programador,"C#, Java, SOLID, PostgreSQL, Programador"
Ingenieros/Industria,,,,,,,['Aeronáutica'],https://www.tecnoempleo.com/aeronautical-production-engineer-h-m-x-madrid/aeronautica/rf-d3f2140432b85363d246,3-5 años,Ingenieros/Industria,Jet Aviation,,Empleado,,,05/09/2024,Aeronautical Production Engineer (H/M/X),Indefinido,,3,Madrid - España,,Jornada completa,,,d3f2140432b85363d246,,"Aeronautica, Ingenieros/Industria",Ingenieros/Industria,"Aeronautica, Ingenieros/Industria"
Consultor,,,,,,,['software'],https://www.tecnoempleo.com/tecnico-implantacion-software-asturias/software/rf-c74d1be8e2fc835b9f4d,3 años,Consultor,beLuck,,Empleado,,,05/09/2024,Técnico/a de Implantación Software,Indefinido,,19,Asturias - España,,Jornada completa,,,c74d1be8e2fc835b9f4d,,"software, Consultor",Consultor,"software, Consultor"
DevOps,,,,,,,"['linux', 'shell', 'Python']",https://www.tecnoempleo.com/ingeniero-devops-iac-hibrido/linux-shell-python-ci-cd/rf-02f410a64219933f1e4e,3 años,DevOps,GMV,,Empleado,,,05/09/2024,Ingeniero/a DevOps (IaC),Indefinido,,14,Madrid (Híbrido),2,Jornada completa,,,02f410a64219933f1e4e,,"linux, shell, Python, CI/CD, DevOps",DevOps,"linux, shell, Python, CI/CD, DevOps"
Marketing,,,,,,,"['Photoshop', 'Final Cut', 'Premiere']",https://www.tecnoempleo.com/tecnico-comunicacion-madrid/photoshop-final-cut-premiere/rf-febe1766a214b341604c,3 años,Marketing,Page Personnel,,Empleado,,,05/09/2024,Técnico de Comunicación,Indefinido,,59,Madrid - España,,Jornada completa,,24.000 € - 30.000 € Bruto/año,febe1766a214b341604c,,"Photoshop, Final Cut, Premiere, Marketing",Marketing,"Photoshop, Final Cut, Premiere, Marketing"
Electrónica,,,,,,,"['C', 'C++', 'Linux']",https://www.tecnoempleo.com/ingeniero-software-bajo-nivel-junior-hibrido/c-c-linux-python/rf-5c261dc5e24b53cb944e,1 año,ElectrónicaProgramador,GMV,,Empleado,,,05/09/2024,Ingeniero/a software bajo nivel junior,Indefinido,,62,Madrid (Híbrido),,Jornada completa,,,5c261dc5e24b53cb944e,,"C, C++, Linux, Python, Electrónica, Programador",ElectrónicaProgramador,"C, C++, Linux, Python, Electrónica, Programador"
